review,rating
Gojek👍👍 Cepat menemukan driver sesuai harapan👍👍🤩😍,5
siip,4
Keluar keluar sndiri stres,1
driver sering gantung penumpang. trakhir ini digantung sejam dan tidak dijemput. chat dan telp tidak dibalas,1
ok,5
nungguin 1 jam kaga ada 1 pun yang mau.,1
driver nya pada belagu parah order slalu di batalin ga jelas lama2,1
bagus,5
keren.di perbaiki lagi kinerja Google maps nya ya,5
oke,5
"aplikasinya membantu tapi entah kenapa sekarang kalau mau pesen go ride selalu susah dapet driver, sekali dapet lokasi driver sama tempat jemput jauh dan juga udh nunggu lama"" malah di cancel, giliran Dateng malah ngomel"", kalao emang seperti itu sistemnya yg di benerin",2
"lebok hujan wae, titah saha suspend aya dei, padahal bae sina ngajak driver mah da begu jeng alusna ges resiko driver, jadi eweh nu marawa orderan dan suspend waktu wae. tolol sistem teh",1
aplikasi lemot,1
Gerimis doang juga susah bgt dpt driver,1
sudah lama jd custamer gojek...aman cepat dan terbaik,5
"Padahal banyak driver yg dekat, tapi susah bet dapat driver. Begitu dapat jauh bet",1
"Ga beres, pesan go car lama'nya ga karuan, di cancel pula oleh pihak drivernya 👎👎👎👎👎👎👎👎👎",1
sekarang area Semarang kl hujan gofood jarang ada driver yang on udh gt suruh tunggu batas waktu baru bs di cancel haiyah kok jd kaya gini sih gojek,4
"aplikasi gopay semakin di update semakin gakk jelas.. game gopay pet jg gaak bs di buka serta game"" lain penghasil koin gopay.. gojek pun jg gt, susah dlm hal penggunaan aplikasi.. sepertinya pihak gojek sdh malas buat terobosan baru karena pemikiran nya cabang 2 antara grab dan gojek..",2
"sekarang Order Gofood susah dapat Driver , sekali dapat nunggu Lama terus di Cancel 🥲",2
"keren,cocok untuk yang mager keluar rumah pengiriman cepat makanannya enak mantap",5
apk jelek skrng driver pilih pilih. mentang mentang dia yg merasa dibutuhkan. jarak dkt nominal besar pd gmau ambil. dan klau ada yg ambil dia diem aja tanpa komunikasi ke kita,1
mudah komunikasi,5
pokonya the best lah,5
oke,5
"gak bisa liat rating customer, sedangkan driver bisa liat rating kita",2
Sangat Puas,5
gila saya mau ibadah di suruh menunggu . sementara waktunya driver sampai di rumah ga ketauan jam berapa. udh menunggu hampir 1 jam loh. ckckckckck,1
paket sampai dengan cepat,5
membantu,5
"sejauh ini aplikasi yang menguntung untuk kita dan orang lain adalah gojek ya,kalo kita dapet masalah juga gojek sebisa mungkin ngebantu,makasii banyak love you gojek",5
diWA udah yampe tapi pas didatengin gak ada udah muter 3x tetep gak ada hehhhhh 🥲😡,2
good,5
mantapppp,5
"PHP DOANG PAYLATERNYA. SEMUA TAGUHAN SUDAH DI BAYAR, MALAH LIMIT TETEP GA NAIK DAN TAK BISA DIGUNAKAN...APA MAKSUDNYA...????",2
mantap,5
"TOLONG DI-UPDATE, saya sering terkendala Notifikasi sehingga merugikan pihak driver ataupun saya.",3
"Customer Service nya kagak jelas, lama, jaminan voucher ga jelas",1
pelit drivernya ga rekomen buat mode hemat,1
sangat membantu dalam beraktifitas,5
keren,5
buruk!! lambat dalam mencari driver dan driver cancel seenaknya.,2
sangat membantu,5
"akhir-akhir ini kalau pesen go-food selalu susah dapet drivernya, akhirnya selalu aja dibatalin. padahal drivernya banyak",3
mungkin kalau bisa pakai merchant dana atau qris lebih mantap,4
"alamat saya error cuman di gojek doang, gajelas ni aplikasinya",1
"gila kali mau pesen gofood ongkir awal Rp 100 kembali ke menu utama aplikasi ongkir jadi Rp 8.000 kembali lagi ke menu utama aplikasi dan mau checkout ongkir jadi Rp 13.000, itu yang error aplikasinya atau bukan, ongkir kok berubah-ubah makin mahal pula, kocak parah. Ongkir makin mahal alhasil mengurungkan tidak jadi pesan makanan, gilanya",1
ini jelek banget .. dapat drivernya lama .. auto uninstall,1
sangat membantu,5
"sering di cancel, sulit dapat driver",1
"kenapa sekarang susahhhh buanget dapet driver, padahal banyak driver di sekitar lokasi tapi dapet nya yg jauh dari lokasi",4
"kenapa setelah update jadi lemot ya min,ga bisa hubungi driver",1
sangat puas,5
Alhamdulillah sangat membantu,5
mantap,5
gojek itu membantu bgt ketika lgi ga ada kendaraan untuk membeli sesuatu,5
"jelek kurir nya gajelas ,",3
"pick up instant lama, dan drivernya banyak yang idiot",1
sangat bagus 👍👍👍,5
mantap..tepat..cepat.sopan kendaraan bersih,5
cepat gak perlu nunggu lama,5
"Selalu dicancel, lelet, dan tidak ramah driver nya.",1
"gojek udah nemenin aku dari jaman aku masi sekolah SMK sampai kerja dan selalu pakai gojek, sukses selalu gojek 🩷",5
menyenangkan menggunakan gojek,5
"susah dapet driver pas gopud,tapi oke",5
mantap,5
"thx gojeg, udh jadi partner dikehidupan sehari2",5
Puas dgn pelayanan Gojek,5
"Fitur makin lengkap, proteksi dan Privasi makin terjamin",5
nice,5
"Sebenarnya secara overall oke oke saja, namun belakangan hari seringkali driver tidak provide helm. Pernah kemarin saya pesan malam 3 kali berturut² dapat driver yang ga ada helm, jadi saya cancel. Safety is important loo. Mohon untuk lebih diperhatikan kembali.",3
okkkkk,5
"Alhamdulillah lancar, terima kasih",5
cepat dan mudah,5
aplikasi transportasi terbaik di 2026,5
"jujur, kecewa sama gojek skrg. makin kesini makin dzolim sama driver dan customer. biaya admin dll ditambah tp dapet driver susah ketika mau pesan makan dan kendaraan. uang yang diterima driver juga ga sebanding. dzolim bgt👎🏻",1
makin kesini aplikasi gojek kok rasa²nya ga nyaman dipake ya,2
"pengalaman saya terburuk ketika ingin makan tetapi sulit mendapatkan driver, lalu pihak ini menyampaikan menunggu dan berulang kali saya menyampaikan minta dibatalkan itu mengecewakan juga bukan secepatnya mengatasi masalah itu sangat mengecewakan tolong jangan memaksa customer menunggu dengan alasan apapun",1
bagus,5
gojek titik alamatnya pas ...... banyak discount,5
OK,4
✅️,5
drivernya baik& sopan,4
sangat membantu,5
aplikasi yg sangat membantu,5
"OJK tolong awasi gopay pinjam dari Gojek kalau perlu hapuskan saja, MEREKA MENYEBAR DATA YANG GAK² MENEROR PADAHAL BELUM JATUH TEMPO, NEROR KANTOR, DC DATANG SEBELUM JATUH TEMPO, TEROR BAHASA BINATANG, BAHKAN MEMASUKAN DATA UNTUK BERHUTANG ! banyak pelanggaran dari mereka padahal katanya LEGAL tapi oknum di gopay pinjam semua ILEGAL",1
sat seet,5
bagus sangat membantu bwt orang kantoran,5
pelayanan baik recomend,5
aplikasi ok,5
mantab,5
ok,5
Sangat bagus,5
"download bukti tidak bisa, sudah lapor cs malah suruh ngikutin step2 orang udah keluhannya di bilang tidak bisa download bukti, aplikasi nya ngebug malah di suruh ikutin step2 download emang dikira ga bisa make aplikaisnya",1
sangat membantu sekali👍👍👍👍👍👍👍,5
"nyoba pakai gopay later, lupa bayar lewat sehari, nominal 40rb denda 50rb 😊 lintah darat online",1
"bagus lah pokoknya, dari dulu gak pernah mengecewakan",5
wow,5
gud,5
"drivernya baik, ramah, on time",5
gud,5
mau ngajuin pinjeman tp di tolak.. padahal bayar selalu tepat waktu!! Najis bgt Gopinjem!!!,1
"aneh, tiba tiba bet ga bisa bayar pake ni aplikasi",1
"apknya bgus, gergep, banyak promo, drivernya juga ramah ramah, semoga tarif drivernya nambah ya soalnya emg sebaik dan seramah ituuu drivernya",5
mantab,4
terimakasih,5
sangat puas n driver nya ramah,5
puas,5
"pesen gocar tapi driver g mau cancel pdhal dia yg blng ga mau jemput dgn plat BE1816JH Agung apa gitu, kalau g mau knpa di ambil ordernya? driver yg sebelumnya juga bermasalah, ambil ordernya tapi ga jalan² juga tuh diliat di maps nunggu sampe 40menitan padhal di orderan nunggunya cuma 5menit tolong yaa ditindak lanjuti nihh untuk oknum² yg seperti ini kita sama² butuh padahal",1
ok mantap,5
"Bagus pelayanannya,driver santun",5
mantul pokoknya selalu tepat saat dibutuhkan,5
mantap,5
bagus,5
ok,5
sejak 1 april aku gabisa pake voucher untuk gofood. heran deh ni aplikasi on ol... udh langganan plus lama malah kek gni wkwk 🤣,1
oke,5
"Saya senang dengan aplikasi gojek, bisa pergi kemana saja yg kita mau, saya pakai aplikasi ini sejak tahun 2018.😁",5
ramah dan nyaman,5
"Saya belom pernah daftar gopay plus Kenapa pas daftar gagal karena ID ktp saya sudah terdaftar,",5
Sangat bangga bisa minggunakan aplikasi lokal pada awalnya. tapi dengan respon laporan terkait ketidaksesuaian produk yang saya Terima saat menggunakan aplikasi gofood 1 april 2026 lalu sangat mengecewakan. tidak solutif. Alhasil uninstall aplikasi ini jauh lebih baik,1
okee baguss,4
mantaaaap,5
foto wajah gak terbaca mulu,2
"driver minta pembayaran lebih di luar aplikasi dengan alasan aplikasi lagi error,sudah di laporkan dan saldo sudah di kembalikan",5
oke,5
bagus,5
Kalo ngasih driver jgn yg jauh dari titik jemput. Terus drivernya suruh fast respon.,3
"Sangat terbantu banget dengan aplikasi ini, sering banget lupa bawa sesuatu yang penting ke sekolah, nah dengan apikasi ini selamat dech tugas ataupun sesuatu yang lupa bisa dengan cepat sampe ke sekolah.",5
ok sip 👍🏻 mantap,5
murah bgt harganya gak kayak yg warna kuning,5
gojek telat,3
mantap,5
for now okay,5
aplikasinya bagus banget dan harga gojeknya pas di kantong,5
aneh,1
selalu oke,5
"perasaan dari sekarang susah sekali cari drivernya , bahkan cari yang level comfort aja susah, agak kecewa",3
Baik,5
oke,5
sangat membantu,5
kerjasama dengan Tokopedia,5
saya pengguna apk gojek dan gopay bahkan dari limit masih 500rb menjadi belasan juta sekarang tidak pernah mengalami telat bayar..saya kecewa karena telat beberapa jam dikarenakan jaringan dan tidak ada notifikasi saya dikenakan denda sebesar 50rb saya sangat kecewa seharusnya ada notifikasi atau himbauan atau dikenakan sangsi telat perdana saya sangat kecewa padahal sudah menggunakan apk ini lebih dari 3 tahun,1
lelet,1
bagus dan mantap,5
sulit dapat driver,3
Drivernya suka batalin order,1
good,5
semakin kesni aplikasi ini semakin aneh drver bnyak susah bnr ambil orderan padahal ga pernah gw pake orderan fiktiv kalo sudah g mampu dan g ada driver ttp aja aplikasi nya.. dan ini terakhir saya pake gojek mulai skrng ganti aplikasi lain,1
"sangat mudah untuk mencari kendaraan ataupun makanan, banyak promo juga terimakasih saya sangat suka dngn aplikasi ini",5
👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,5
oke,5
Is the best,5
Lumayan Bagus,5
ini skarang ongkir nya mahal bgt yah,1
bagus,5
sangat bagus,5
mahal sekali untuk gofood nya promo nya gaada,1
"SUSAH DAPAT DRIVER DI Kalsel Banjarbaru -Banjarmasin Jika dapat Driver lokasinya snagat jauh, tidak worit terlalu lama menunggu",2
"Terkhusus di BANJARMASIN, sangat di sayangkan saya dapat Driver terlalu jauh jaraknya, dan itu tidak terjadi hnaya sekali, TOLONG PERBANYAK DRIVER GOCAR, agar mendapatkan Driver yang dekat hanya berjarak 1 KM-2KM jangan sampai 5 KM, terlalu lama menunggu. Beda dengan aplikasi sebelah si kuning, sangat dekat Drivernya karna banyak ada dimana2. Semoga masukan saya dapat di Evaluasi lagi. Agar penggunaan Gocar tidak berpaling. Terima kasih",1
ngebantu banget buat kaum mageran,5
...gratistis,5
saya sangat kecewa sama Go-Jek tadi pagi saya TF dari Go-Jek ke akun dana dan seratus nya berhasil namun jumlah yang saya TF tidak masuk ke akun dana padahal bukti TF nya ada namun saya buat pengaduan tidak di respon . memang jumlahnya sedikit tapi sangat berarti buat saya .,1
Sangat bermanfaat dan amanah,5
top,5
bagus,5
kenapa kalau habis hujan banyak driver ngak.mau anter penumpang ataupun makanan padahal ngk hujan.lagi kenapa nolak.rezeki saat hujan,3
"senang sekali, sangat membantu setiap saat",5
pengiriman cepat tepat waktu,4
Banyak banyak berbenah deh. Gak rekomen bgt ini aplikasi,1
lama bgtt dapet drivernya posisi beli makanan,1
"sangat mengecewakan! go food tidak bisa chat penjual maupun driver, hanya menunggu yang tidak pasti, menunggu 1 jam alhasil penjual tidak respon!",1
"susah banget dapat driver, bukan susah lagi malah ga dapet samsek. drivernya juga bermasalah abis, dia nerima order gocar, tapi tiba"" chat lokasinya kejauhan dari lokasi dia. loh klo kek gitu kenapa dia terima??? alhasil harus saya yang cancel, klo gitu kan rating saya yang buruk ya?? dan kesel banget sama per ratingan costumer ini, kita klo driver nya salah tetap kasih bintang 5, ehh kita ada kendala sedikit entah berapa itu di kasih nya. selama ini saya pakai gojek ga pernah pas pasan bayarnya",3
makin lama makin menyebalkan...susah sekali dapat driver trs apalagi kalau pesan makanan..dah pasti kacau ..entah waktu dan rumah makan yang terlalu lama gak dapat driver...semoga aplikasi ini bangkrut,5
d butuhkan di waktu yg tepat,5
good,5
Sangat membantu,5
mantaaaap👍👍👍👍,5
"nyari driver lelet, udah kejadian gonta ganti resto karena harus nunggu sejam. orderan makanan saya baru di proses waktu ketemu driver sedangkan nyari driver aja bisa sejam bahkan lebih",1
bagus,5
dear operasional minta tolong di tanggapi keluhan pelanggan terimakasih,1
"jangan membebani driver dengan ambil untung banyak dong, kasian mereka udah panas panasan, hujan hujanan.. tapi untungnya cuma sedikit..",2
ok,4
susah dpt driver,2
makin lama makin aneh nyari makan aja kudu mikirin nasib driver,1
bapuk makin susah aja dapet driver,1
lama dapat driver,1
bagus,5
"biar bintang yg bicara. susah dapet driver, nunggu lama, sekalinya dapet minta cancel alesan jauh lah itu lah. tinggal nunggu waktu collapse aja lu.",1
mNtap,5
ok bgus,5
😘😘,5
"nunggu 30 menitt ga dapet"" sekalinua dapet jaraknya jauhh nunggu 5 menit drivernya tbtb dicancel seenak jidat 😡😡😡😡",1
good,5
baik,5
kebanyakan cancel,1
ga lagi deh pake apk ini. bad!!,1
top,5
aplikasi penipuan saldo ilang semua,1
mantafff,5
hapus aja paket hemat nya kalau driver ga mau bawa penumpang. terkhusus daerah Medan..,3
"selama memakai aplikasi gojek,alhamdulillah puas.kalau mobil,biasanya bpk/ibu sopirnya bersih,mobilnya harum...",5
susah banget buat dpt driver akhir akhir ini,1
gampang banget kalo buat beli apa apa,5
susah dpt driver,5
sekarang.. kadang maps nya gak akurat. apalagi kalo gofood,3
"sekarang kok susah banget ya nyari driver,padahal di peta nya ada gambar driver di sekelilingnya banyak,dan kalau dpt juga jauh.buang buang waktu aja",2
apk jelel,1
sangat mengurangin kegiatan diluar dan membantu..,5
gojek sangat membantu yh saling menguntungkan,5
tidak bisa ganti metode pembayaran,1
baik,5
utk kebutuhan tranfortasi gercep,5
Sangat cocok untuk Kebutuhan sehari-hari,5
mantap,5
payah lama proses food nya oderan segala dable..makin ksni makin payah pelayanan gojek..food masa 2jm.mw cepet kudu bayar mahal..pinter bener nyari duit nya,1
senang dpt pemgendara yang baik hati,5
😒,5
bagus banget aplikasinya,5
aplikasi sangat membantu,5
tdk jelas,1
cari driver sejam sendiri,3
aman nyaman tepat,5
pke lah,5
like,5
sangat berguna,5
Good banyak bonus,5
bgus,5
lamaa banget ngambil nya kaya apa banget sumpah lambat,2
GA BANGET,1
kmn2 lbh mudah pkai gojek,5
mantap,5
aplikasinya sangat memuaskan pembeli pengrimanya cepat barang aman,5
membantu sekali,5
"tolong dong itu driver carnya ,kalo ga niat narik kaga usah nyalahin aplikasi, kita udah nungguin sejaman, pada nolak gara gara macet, masalahnya di chat ga direspon sengaja biar kita cancel, kita costumer mau cancel kaga enak takut udah jlan, tapi malah drivernya sengaja ,buang buang waktu orng, tegasin lagi tuh driver driver begitu masih banyak yg butuh costumer",1
baik,5
mantap,5
sangat memuaskan,5
"bagus, nyaman...",5
sangat praktis,5
bermanfaat,5
Alhamdulillah cepat... aman,5
Gojek memang tiada lawan dah yang lainnya maaf saya selalu setia dengan Gojek 🥰,5
top markotop,5
"Ada apa dengan GO-JEK, aku dari tadi pesan GO-MART gagal terus ga dapet driver, sekalinya dapet malah di tolak. Padahal selama menggunakan GO-JEK ga pernah ada kendala sama sekali, baru kali ini dapet kendala saat mesan GO-MART, biasanya juga ga kenapa-napa, tolong di tingkatkan lagi.",1
pertahankan kualitasmu..bila perlu perluas pelayanan dan kualitas Gojek.. Semangat..Semangat..!!💪💪🔥🔥🔥👍👍,5
ok,5
good,5
bagus dan mudah,5
saya uninstall aplikator terlalu serakah tidak memperdulikan driver,1
gojek bisa anter jarak jauh gak sih iyaa?,4
apk aneh cotumer komplen bukan nya di tanggalin,1
kereen,5
makin lama makin ngaco aja pesen makanan 2 hari berturut2 g pernah dapet driver aplikasi ngawur,1
sip bagus,5
"sekarang gojek payah banyak driver yg kurang menyenangkan terutama driver gocar . sudah order , sudah nunggu lama malah gk bergerak posisi driver nya di chat gk di balas , di tlp gk diangkat .. sampai berjam2 gk dateng2 dn ttep gk bergerak . sampai gnti 6x driver sama saja ternyata banyak driver yang mengeluh ongkos gak sebanding sm jarak klo emang gak mau kenapa gk di batalin ajah biar kita gk nunggu berjam2 mreka pngennya kita yg cancel agar bintang mreka gk jelek kecewa banget sm gojek",3
pelayanan bagus,5
"jelek, sekarang dapet driver jadi lama tidak konsisten, ada driver yang posisinya dekat tapi malah dikasih yang paling jauh, jam ramai masih banyak driver kosong tapi tidak dikasih APLIKASI TERJELEK SEDUNIA. edit: masalahnya kak, bahkan aplikasinya sendiri juga sering tbtb loading dan gak bisa dibuka padahal kuota aku ada dan buka aplikasi lain aman, tapi pas buka gojek malah gabisa?? katanya ada kendala teknis??",1
is the best,5
ok,5
aplikasinya setiap buka selalu nge lag jarak motor masih jauh tiba² udh sampai aja tolong perbaiki lagi jaringan server nya jangan bikin lag,1
pokonya mantap,5
memudahkan perjalanan,5
solusi buat gak ada yang bisa nganter,5
terimakasih cepat dan yepat pelayanannya.,5
mantap,5
"saya sudah 3 tahun setia pakai gojek,dan baru kali ini saya sangat kecewa karena tidak ada layanan hemat lagi, dan saya sanagat butuh untuk transportasi berangkat maupun pulang sekolah, dan saya pindah ke grab karena hematnya ada terus",1
